target,text
0,MCCain: Vote for me b/c i got fucked up the ass by the viet cong for 5 yrs....#current #debate08
0,ARRRRRRGGGGGGGHHHHH!!!! McCain is talking about being a POW again. Wow! #current
0,"Oh, and the US is incapable of diplomacy when it won't back down on any issue #debate08 #current"
0,"Veterans, including myself, are continually being mistreated by an Administration you supported 90% of the time Senator McCain #current"
0,"Say Whaaat?  MCain fought to keep quiet the investigations of POW's, he didn't try to find them #current"
0,i knew he'd end with POW talk...sigh;.. #current
0,"#current #debate08 #tweetdebate Overall, crappy debate.  Obama needs to learn to punch harder and go direct for JM's throat."
0,#tweetdebate If Obama can't get his point in with McCain will he be assertive with foreign leaders?
0,some debate.  they both were duds.  #current #debate08
0,Hallelujah! It's over! What do you say we all vote for McCain as Miss Congeniality?!!! #tweetdebate
0,john mccain does not care about black twitter'ers #current #debate08 #tweetdebate #mccainshot #obamashot
0,"RT  Michael_Lehman    #current #debate08 - Ok, let's make McCain the Sec'y of Vet Affairs... instead of President----!!!!"
0,@lindagoin Not the smoothest transition.
0,McCain voted against a bill that would cover the total cost of college for vets. He supports them? #current
0,Still wouldn't look at Obama when they shook hands. Ass!  #current #debate08
0,Obama - outdebated... there's no room for gray/corrections in a debate #current
0,"Drink for every time he brings up ""when i came home from prison"" #current"
0,McCain clubs baby seals.... seriously. #current
0,Is it just me or was this REALLY depresing as far as how #%*$@&'d up the world is right now? Sigh ... #current
0,#2019 #current when the economy of war didn't stop a recession but caused a depression.  good ol' '08
0,McCain -1 for overplaying veteran card one or two times too many #tweetdebate
0,"all of that blinking has been shown to be the sign of a fibber, John. #current"
0,Obama is a liar. #current
0,"#current you can soo tell mccain doesnt f*ck his wife, they dont even hold hands or anything XD"
0,oh but mcain isn't creepy? that troll can't even touch his own head! #current
0,disappointed in Jim Lehrer.  expected more from him. #current
0,McCain is scared of Obama. #Current #debate08 #tweetdebate
0,@kathrynjones he's racist #current
0,"I didn't really hear anything new in this debate. Hope future debates won't sound like political news pundit speak, too. #current #debate08"
0,#current I am worried on the whole with both of our choices
0,#tweetdebate Mccain lost he sucks hope he does not become President
0,"You know McCain should just stand there and sing ""Mr. Self Destruct"" by NIN. #current"
0,"John, you voted against the Webb bill to pay for college education for veterans. #current"
0,#debate08 #current did someone really just ask if mccain is a felon.  He was in pow camp you idiot
0,"If we want real change in DC, vote out all Congresmen and Senators that have been in office over 12 years.  #current"
0,The Character Assassination of Barack Obama by the Coward John McCain http://bit.ly/2ZHw59 #debate08 #current
0,Retweet @stevenbjohnson #debate08 making a point that depends on the difference between tactics & strategies is always a bad tactic...
0,"#debate08 mccain can barely walk, if he dies miss tabloid queen will be the president... nice move US"
0,Retweet kctrey: Still wouldn't look at Obama when they shook hands. Ass! #current #debate08
0,"#debate08 Sadly, I think Obama missed the point - this election is going to be more about connecting with the average than about leadership"
0,This is not a time for on the job training. #current
0,Cindy McCain is GLOWING RED.  In a burn my eyes way. #debate08
0,"#current can we remove 10,000 votes from McCain/Palin every time one of them utters ""maverick""?"
0,"wow, Biden is talking but they won't let Palin? Why not? Sexist?? #tweetdebate"
0,"POW and he was no hero, he was just like thousands of others. Maybe if he ever kept his planes in the air....  #debate08"
0,I'm out of this shit. #current #debate08
0,CBS observer compares McCain to Nixon. Yikes. #debate08
0,"McCain came off very rude. If McCain acts this way in office, with his smirking and disdain, he will be no help to America's image. #current"
0,"mccain is weak on the economy, better @ warmongering & apparently is afraid of direct eye contact #tweetdebate"
0,seems to me like Obama kind of fell apart there at the end. #current
0,Obamarossa's dress looks like puke #current
0,where the hell were the environmental issues (besides energy)? #current
0,Body Language of McCain = Idiot.  #debate08
0,"#debate08: wow. Obama Camp Mgr Thinks Barry ""Commanded"" the Foreign Policy debate. Laughing so hard my sides hurt."
0,"Not sure where McCain goes from here.  He's lost the week, the day, and then the debate.  #debate08 #mccain #obama"
0,#current Who won? Not us.
0,"so what was the best line of the night?  thoughts?  i think this debate lacked any ""umph"" #debate08"
0,Doesn't anyone remember when McCain went to Iraq and made a fool out of himself?  #current
0,How the hell can anyone consider McCain the debate winner???  #debate08
0,"... and now we go to Spin Alley. Or, as I call it, ""Deception Lane."" Changing the channel now. #debate08"
0,@divesnob McCain only blinks so much because he is trying to send subliminal messages to his followers #current #tweetdebate
0,@theebayk1d disrespecting traditions during the pledge and National Anthem.
0,This debate was completely surreal in the context of the current economic crisis.  #current
0,mccain: obama is stubborn like bush! what? #debate08
0,"And *holy crap* I'm getting tired of McCain's ""Sen. Obama doesn't understand"" followed with emotional appeal to US exceptionalism #debate08"
0,http://snipr.com/3vlts - Big surprise McCain makes misleading statements about Obama #current
0,Anyone who thinks McCain won the #debate08 is a total dweeb dingle cheese.  (he says like a true dorkus)
0,"Palin declined the invite to discuss the debate???  What, is she busy monitoring her Russian neighbors??  #current"
0,#debate08 wtf giuliani in lieu of palin? Is this a test run for a vp candidate replacement
0,"#debate08 Palin/Biden is on a Thursday?  Gimme a break, Thursday is the new Friday.  No one is gonna watch those 2 on a Thursday night."
0,@FakeObama08 Matt is out....but I heard Chevy Chase wants Palin anihilated! (SP?)  Yeah.....who?  Oh...the dude that played Fletch.
0,Retweeting @mississippianna: disappointed that we did not hear from the candidates on how they will end the genocide in Darfur #debate08
0,#debate08 #current  Major Garrett-  Obama campaign feels they won the debate.  Must have been watching a different program
0,"McCain called for a spending freeze, Hillary called for a trade timeout. Both ridiculous ideas. Both will lose. #tweetdebate #obamashot"
0,#debate08 honest question for McCainiacs -- what's the thinking on Palin being nowhere near a live camera right now?
0,Where's palin? Getting drunk in Philly. #current
0,#debate08 is it just me or was McCain awful tonight
0,Brian Williams can't believe Rudy is saying this stuff with a straight face. #debate08
0,thinks the crawl on FOX news is so slanted it's despicable.  #tweetdebate
0,Has Palin said anything unscripted on live television yet?  #current
0,@kassifan What do you expect? All McCain has is lies. The truth won't get him elected.
0,"As an aside, Obama missed yet another opportunity to close the deal tonight (NH, TX, PA vs HRC, tonight vs McCain) #current"
0,"#current #debate08 , Pickens Plan has a few billion, yet cant keep a strong web server? Come on Boone..."
0,@CarriBugbee are you kidding if you watch the nightly news you should know those things. #current
0,@MercuryMetro #current yeah the Wife and I were both commenting on that. It's cause he's an ass.
0,"@theebayk1d I find it very disrespectful when one doesn't either salute the flag, or put their hand on their hear when the Anthem is played."
0,"if there's any one I hate more than McCain, its Guliani #debate08"
0,"#debate08 if we get McC for prez, all our $$$ will go to the mid-east and the us will fall into 1000% inflation"
0,#debate08 I guess Palin has been locked in a room until next week. She's gotta a lot of work to do with Professor Higgins.
0,#debate08 McCain sounded like a rambleing Grandpa Simpson.  Lehrer is a crappy moderator.
0,"@NewsHour Thought Lehrer's questions were too general/not pointed enough: e.g., What about Iran? What about Russia? etc. #debate08"
0,thinks that McCain does not understand the difference between a tactic and a strategy.  #debate08
0,"@MaryTrigiani I didn't think McCain was a gentleman one time. Impartially, I truly believe that. You?"
0,#debate08 Why did McCain close with the Veterans - that was weird. Last words and THAT's what you say?
0,@saldarji I think McCain doesn't understand a lot. #debate08
0,BObama interrupted JMcCain too often. It was as bad as AGore walking in front of Bush at '00 debates. Arrogance. #debate08 #current
0,"@michaelszeto A friend said"" ""Gergen is such a sell-out."" #debate08"
0,"McCAIN'S PROBLEM LINE OF THE NIGHT: ""Senator Obama, you don't understand.""  Condescending, grumpy, angry #tweetdebate"
0,@israelpattison um. McCain stumbled a lot. He was belicose. He repeated a false claim about Obama's tax plan. Not presidential. #debate08
0,@janoss - abslutely-- McCain could not look at Obama! - http://janosschumacher.wordpress.com/
0,"Lindsey Graham is an idiot, why does the McCain camp always use him? There are so many better people . #current #debate08"
0,"I'm offering my translation services: Creepy McCain smile while Obama speaks=Damn, Obama got me again! I'm screwed. #debate08"
0,@sarking I disagree. I think McCain loses by showing up. #debate08
0,"Obama should start smearing and being ridiculous with dark shadow footage, because that's the only way to ""win"" in this country. #debate08"
0,Dee Dee Meyers thought Obama did great job on showing how great leader he is. Hmm must have watched different one than she did #current
0,No need to make false claims about Obamas plan. I read it. talk about scary!!! #debate08
0,"RT @factoryjoe: I looked into McCain's eyes and saw a B, a U, an S and an H (add from me: but even more willing to lie to win?) #current"
0,McCain thinks travel to relevant areas=expertise. When will US govt consult with me on my expertise? I've been to Iran. #debate08
0,"#debate08 #current Barr in Interview: ""The moderator let them go on and on, that's pandering to the American people not leadership."""
0,condescending - read: correct #debate08
0,@drthomasho what spin? Debate was a yawn fest where both played to their base.
0,#debate08 this was mccain's good shot to beat down obama and it doesn't look like that happened.
0,@forever_trust Drives me crazy! #DEBATE08
0,@CurlingRiver Why are you so ignorant? Your thinking and ideology are what drives this country in the ground #current
0,Reports that Palin is out Moose hunting with her pregnant daugher somewhere near Russia #debate08
0,"#debate08 golly gee, i wonder why they didn't have palin out spinning for mcsame? could it be because she's functionally retarded? PROBABLY!"
0,Obama looked nervous and uncomfortable the entire time. #current #debate08
0,Lindsey Graham sounds just like Mr. Rodgers. #current
0,oy vey! already with the new campaign ads? #Debate08
0,#debate08 the cnn.com live reporter is awful! she is really informal and dumb!
0,"The worst part of all this is that what I think doesn't matter,the line on the debate cld be completely spun by tomorrow #debate08 #current"
0,"#debate08 So if McCain wins, I'm probably screwed since he only seems to care about veterans"
0,"Also, John seemed to be obsessed with slamming Obama and looked desperate. #current"
0,I hate watching presidential debates.  They just get me all anxious and freaked out!  Obama needs a better rhetorical strategy.  #debate08
0,"@fakejohnmccain John John John, I won't be respectful and call you ""Senator McCain"" even if you do #tweetdebate"
0,well...mccain's latest ad didn't take long to come out.  he's the master of illusion.  #current
0,"mccains camp advisor said they didn't have a lot of time to ""practice"" for this debate as he had suspended his campaign to help #tweetdebate"
0,"#debate08 If McCain or his people mention ""Obama tax increases"" one more time... There are no polite words that will come out of my mouth"
0,Palin got stuck on an ice berg and it's melting #current
0,"...of the earth'...and we're gonna say 'no you're not?' oh please!""  #debate08"
0,"#debate08 GOP pundits: ""McCain! McCain! McCain!!!"". Democrat pundits: ""Obama! Obama! Obama!!!"". Haaaa...  spin...  how useless..."
0,I watched the debate as my civic duty but would rather have teeth pulled than watch the Veep debate.#tweetdebate
0,"also too bad Obama didn't mention ""Keating Five"" in that first part of the debate. #debate08"
0,"McCain full of long, windy, gasbaggery & short on policy. The end. #debate08 #momocrats"
0,McCain jokes about Bear DNA funding but Palin requested funds to study Harbor Seals WTF? #current #tweetdebate
0,@tarheelcoxn oh stop mentioning funny names from years ago you arugula-eating elitist. ;) #debate08
0,#current Elect McCain as President of the Past
0,@MailOurMilitary Doubtful. I think he's still bitter from his POW experience and wants someone to pay.
0,"A friend IMed: ""I thought Obama's 'I have a bracelet, too' line was appalling."" #debate08"
0,McCain campaign stoops to a new low http://tinyurl.com/43n74w #current #debate08
0,as @credd said: well...mccain's latest ad didn't take long to come out. he's the master of illusion. #current
0,#debate08 GOP supporters need to start recognizing that independents aren't falling for the same 2004 tricks.
0,"Sad that McCain had to lie, lie, lie like a cheap rug about what his own advisor --Kissinger-- said. #current"
0,"As a Hillary Clinton fanatic, I thought maybe I wasn't properly listening to the primary debates. I was. Barack was again weak. #debate08"
0,"McCain & his party are the ""existential threat"". Goodbye, democracy and freedom. Imploding from the inside, like it always does. =( #current"
0,"They say Obama's professorial, but I've never heard so much revisionist >1950s American history as I did tonight from Doc McCain. #debate08"
0,"#debate08 The fact that they call it the ""Spin room"" should be enough reason to avoid listening to it at all costs."
0,My day job is simplifying messages. I was cringing throughout. Barack talked too much. And was too esoteric. #debate08
0,McCain's solution to diplomacy is to not talk to the parties involved and have a New World Order that bosses the world. Brilliant. #current
0,#current I don't think McC understands how the UN works!
0,"McCain stuck in time warp, mistakes name-dropping Kissinger & old vacay itineraries for contemporary foreign policy. #debate08 #momocrats"
0,@Imarilove I won't vote for him as dogcatcher.
0,@stillgray Obama claims that they'll be another Holocaust - what he doesn't mention outright is he wants to be Hitler!
0,#debate08 Obama's an empty suit.
0,"#debate08 @Afashionista McCain may sound slightly more educated, but the talks off ""war"" turns me off... a lot."
0,"@AFashionista, really? Did he not mention that he's a war hero yet again? How's that good? #debate08"
0,"@anwyn19 where were mccain's details? if anyone was empty, it was him. #debate08"
0,"@stillgray exactly no diplomacy. war, war, war.....http://www.newamericancentury.org/ #current"
0,They completely twisted one anothers' words the whole time. #debate08
0,"#debate08  @AFashionista, really? Did he not mention that he's a war hero yet again? How's that good?"
0,"was it just me, or did McCain look like he was trained for public appearances by the Bush team? #debate08"
0,@ricksanchezcnn did you pick up on the fact that sidestepped half the questions and agreed on all the others.
0,RT @drunnells #debate08 McCain's temper and disrespect fit nicely with the new image of the US that the Bush administration has built up
0,"The financial system is in dire need of a bankruptcy reorganization, not a bailout, and neither candidate is up to the task. Sad. #debate08"
0,@technosailor @problogger I'm guessing #debate08 changed no one's mind.  We all watched with our biases alive and well.
0,why mccain dont know the president of pakistan?#current
0,"@scbalazs mccain rolled right along... right off the track and into the woods, totally oblivious. #debate08"
0,Obama doesn't know the difference between profit and profit margin. #debate08
0,"9/15 post about Kissinger's stance on talking wih Iran: http://tinyurl.com/5pabty You can't come out and lie about it now, Henry! #current"
0,#debate08 #lame #makeitendnow
0,"@stoutware McCain doesn't know the difference between Sunni and Shia, or where Spain is. #debate08"
0,"#debate08 mccain fed in so many lies, misleading statements and other dreck it would be impossible to refute them all!"
0,#current Ha! emailers to CNN accusing network of letting Biden come on and NOT Palin. Stupid uniformed people might still win it for McCain!
0,#debate08 Where is Palin hiding? Has she declined all post-debate interviews?
0,"RT @kcrusher #debate08 mccain fed in so many lies, misleading statements and other dreck it would be impossible to refute them all!"
0,"#debate08 @LipstickVP I disagree, McCain's voice puts me to sleep with his monotone lisp"
0,@mkantonelli he wouldn't look Obama in the eyes at all maybe he thought he would get hexed ;/
0,"Really, why couldn't McCain look Obama in the eye?  Callow, lying, honorless jackass.  #current"
0,Hmm...BO may have slighted his elder by calling him by his first name. #debate08
0,*GASP*!! McCain doesn't have on a flag pin! He doesn't love America! #debate08
0,"@claymaker They're BOTH full of it!  Lies, and covering their tracks.  I was just bothered by the constant interjections! #debate08"
0,Guessing that Sarah Palin's being given scripted speaking points before commenting on the debate tonight. #current #debate08
0,@orbitaldiamonds  #debate08 even the veterans don't support mccain!
0,"When McCain called for a freeze on gov't spending, I thought of Nixon's wage and price controls. Didn't work http://poprl.com/1LN #debate08"
0,@MercuryMetro they have to program her. #debate08
0,@sarking It's called projecting. McCain is accusing Obama of McCain's own faults. #debate08
0,#debate08 remember - mccain wanted to vote against the GI bill until it was political suicide to do so.
0,#debate08 #current pickens plan ad on msnbc. don't fall for the water grab plan. he's still an oil man at heart.
0,@cnn #tweetdebate - Anyone else find it rude that McCain didn't even look at Obama once?
0,Both candidates are unable to tell the difference between the Republican Guard and the Revolutionary Guard. #debate08
4,Current TV is pretty cool. Streaming Twitter feedback #tweetdebate
4,#tweetdebate - good luck both candidates
4,#tweetdebate Awesome first debate question
4,Obama +1 for swift and wise  #tweetdebate
4,"+1 for Obama ""Moving fast, moving swiftly"" #tweetdebate"
4,Obama looks good. #tweetdebate #current
4,Looking forward to the twitter storm taking place tonight. #tweetdebate
4,""" Obama +1 for articulating his plans - initial & recognition #tweetdebate"""
4,Obama +1 #tweetdebate
4,McCain +1 Kennedy comment #tweetdebate
4,Obama +1 for bullet pointing his bailout policy clearly #tweetdebate
4,Obama +2 for specifics #tweetdebate
4,+1 Obama #tweetdebate
4,+1 for mcCain #tweetdebate
4,1st impressions: Obama has come across as more presidential and articulate. #tweetdebate
4,+Obama for giving a clear concise answer to the first question #tweetdebate
4,+1 for Lehrer for calling them both back on track re: recovery plan #tweetdebate
4,I <3 lehrer #tweetdebate great move of repeating question
4,+2 for Obama making eye contact with the camera #tweetdebate
4,Obama +1 for equating Republicans with anti-regulation #tweetdebate
4,Obama +1 pt: We need more responsibility but not just during a crisis. #tweetdebate
4,#tweetdebate 21st century framework- I like that and it resonates with me as a future minded strategist & leader @barrackobama
4,mccain +1 for having a sense of humor (he heard him) #tweetdebate
4,Obama +3 for wanting responsibility all the time #tweetdebate
4,"Obama: +2 for saying ""we need responsibility all the time, not just during a crisis"" #tweetdebate"
4,Obama +1 for calling Mccain out on his history against oversight #tweetdebate
4,@nohype good point!
4,+3 McCain for looking Presidential #tweetdebate
4,Obama +1 for holding McCain accountable for his recent record #tweetdebate
4,"McCain +1 quotable ""I have a fundamental belief in the strength of the American worker."" #tweetdebate"
4,Mccain +1 for directly differentiating his fiscal policy against Obama (cut spending) #tweetdebate
4,McCain +1 for blowing the whistle on pork barrel spending #tweetdebate
4,Obama +2 300 billion dollars wow Tax cut for ordianry American  #tweetdebate
4,Grow the economy from the bottom up. +3 to Obama for a nice sound bite. #tweetdebate
4,mccain +2 when obama suspended spending #tweetdebate
4,"Mccain +1 ""I want to cut spending and taxes"" #tweetdebate"
4,+1 Obama for giving specific data and clearly identifying is plan #tweetdebate
4,+2 pts for Obama for pouncing back on McCain #tweetdebate
4,+10 Obama for calling out the tax breaks given for outsourcing!!! #tweetdebate
4,@current #current THe candidates are starting to interact more with each other. This is good.
4,Obama +2 for telling McCain what's up. #tweetdebate
4,+1 obama for saying removing earmarks not only way to get back on track #tweetdebate
4,"Face it Obama is going to win regardless of debates, He has the youth voters on his side. #current #tweetdebate"
4,Obama +1 for good response to tax / rich challenge #tweetdebate
4,Obama +2 for successful response to the business tax issue #tweetdebate
4,+2 Obama for not letting McCain off the hook re: tax cuts #tweetdebate
4,+5 Obama for teling the truth about business taxes. You just want to add a tax benefit ON TOP of the loopholes #tweetdebate
4,+1 Obama calling out taxation on health benefits #current #tweetdebate
4,"Obama +2 better argument comp to Mccain, more comprehensive for me #Tweetdebate"
4,Obama +3 zing taxes on health care benefits #tweetdebate
4,"+1 mccain for saying ""festooned"" #tweetdebate"
4,McCain +1 for using concrete examples. #tweetdebate
4,McCain +3 liking his proposed tax system #tweetdebate
4,Obama +1 for wanting to close corporate tax loopholes - not just cut taxes. #tweetdebate
4,"Obama +3 quotable - ""energy indepedence"" ok. #tweetdebate"
4,Obama energy independence +3 #tweetdebate
4,Obama +2 for education and science and infrastructure comment #tweetdebate
4,Obama +1 for infrastructure. #tweetdebate
4,Obama +3 for having most liberal voting record #tweetdebate
4,mccain +1 for eliminating ethanol subsidies #tweetdebate
4,"+5 Obama for alt energy, rural broadband, affordable college, healthcare #current #tweetdebate"
4,McCain +3 for good sound bite about reaching so far across the aisle from that far left #tweetdebate
4,#3 Obama #tweetdebate Obama commits to broadband for rural areas. thats the #1 priority for Coos Co. NH. @blendahtom @kramsey
4,"McCain +1 for use of the word ""festooned"" #tweetdebate"
4,+1 Lehrer calling out both candidate's lack of commitment to change #tweetdebate
4,"+2 Obama math, science, space program, and new infrastructure for new energy #tweetdebate"
4,McCain +2 defense spending cuts #tweetdebate
4,+1 McLehrer. I think Jim wins the debate. McLehrer for president! #tweetdebate
4,Obama +2 for crediting McCain where they agree. #tweetdebate
4,+2 lehrer for calling them on their lack of cajones  to suggest new plans for bailout  #tweetdebate
4,"+3 Obama for alt energy, rural broadband, affordable college, healthcare #current #tweetdebate"
4,Google for gov't - good sound bite from Obama. #tweetdebate
4,@current #current +1 for bringing your successes with people from across the aisle. Nice comeback from McCain attack +1 Obama
4,Obama +1 for pushing transparency #tweetdebate
4,Obama +2 hatchet instead of scapel #tweetdebate
4,Obama +2 for successful rebuttal of simplistic solutions #tweetdebate
4,Obama +3 for Google for govt idea #tweetdebate
4,"+3 Obama for quotable sound bite, ""using a hatchet when you need a scalpel"" #tweetdebate"
4,#tweetdebate I like the hatchet/scalpel line.
4,"Obama +1 for a clear, responsible answer to the empty-headed spending freeze #tweetdebate"
4,Lerher is bringing the heat w/ questions. #current #tweetdebate
4,great examples by Obama #tweetdebate
4,Obama +3 comparing plans to rosevelt's accomplishments #tweetdebate
4,"That's a great answer Barack! #obama #current, #debate08, #tweetdebate"
4,@JustinGunn this is the coolest thing I've seen on TV since the pilot episode of Heroes :-)
4,"Obama +1 for first to bring up ""values #tweetdebate"
4,+2 Obama for clearly articulating that he will cut spending and saying how. #tweetdebate
4,+10 to Obama for pointing out that he will not leave out healthcare on a spending contraction #tweetdebate
4,obama +2 for not reacting with mccain-like annoying smile while listening #tweetdebate
4,McCain +1 spending china #tweetdebate
4,+2 for Obama going after McCain on budget spending & voting 90% of the time with GWB #tweetdebate
4,+1 obama for saying orgy #tweetdebate
4,@current #current YES! Obama hits McCain hard on controlling spending. SCORE +1 Obama
4,"Obama +3 for ""Orgy of spending."" #tweetdebate"
4,Obama +3 for holding the reps responsible! #tweetdebate
4,"""orgy of spending"" good soundbite from Obama #tweetdebate"
4,"#tweetdebate: Obama +2 for calling McCain out publicly on ""government let spending get out of control"""
4,#tweetdebate THAT'S how you hit back Obama. Keep that up!
4,Mccain +1 for bringing to light recent successes in Iraq #tweetdebate
4,+1 Obama calling out costs of this Iraq war!! #tweetdebate
4,"#tweetdebate +3 ""eye off the ball"" for Obama"
4,Obama +3 use military wisely quotable #Tweetdebate
4,Obama +2 we need to use the military wisely #tweetdebate
4,+2 Obama for saying that the US shouldn't have gone to Iraq in the first place and that it's a waste of money and lives. #tweetdebate
4,+2 pts for Obama countering McCain on the war on Iraq in the Senate committee #tweetdebate
4,retweet Obama +2 countering that the issues McCain brought up don't go thru his subcommittee #tweetdebate
4,+3 Obama #tweetdebate the war started in 2002. Obama makes the point on judgement
4,"+1 obama, barely, for saying ""intelligent military spending"" #tweetdebate"
4,+2 pts for Obama going after McCain for funding of the troops...timetable or no timetable? #tweetdebate
4,+1 Obama explaining attacks that he voted to cut spending for troops #tweetdebate
4,obama - +1 for more troops in Afghanistan #tweetdebate
4,+3 Obama sound bite I absolutely understand the difference in strategy and tactics #tweetdebate
4,"Obama +1 for using ""strategic"" correctly. :) #tweetdebate"
4,"Obama +2 reasserting his ""strategic"" plans back in McCain's face #tweetdebate"
4,Obama is not anti-war.  Never has been.  Just anti dumb strategy. # Current #debate08 #tweetdebate
4,Obama +1 for more details in explaining the situation and laying out his plans. #tweetdebate
4,"McCain is calm, collected, and dominating tonight...no offense, Obama-ites. #current #tweetdebate #debate08"
4,+1 Mccain for admitting being wrong #tweetdebate
4,+1 Obama on Afghanistan #tweetdebate
4,McCain +3 for pull the trigger soundbite #tweetdebate
4,@esonnenberg I love *LOVE* that the two of us hear the same thing & take it two different ways. It's what makes America great. #tweetdebate
4,"Ohhh... +3 Obama for his analysis of our relations with dictator Musharuf in Pakistan, alienating population #tweetdebate"
4,"McCain +1 ok.. bring ""reagan"" and you get a point, likable anyways #tweetdebate"
4,obama +2 for a successful counterpoint to opponents assertion regarding tax loop holes for smb #tweetdebate
4,"#tweetdebate - I seriously thought Obama would dominate the debate, but McCain is doing better than I thought."
4,"McCain +1 for bringing a ""story"" that's touching re: son enlisted bagdad.killed #tweetdebate"
4,Obama +1 good retort!! Make sure no other mother goes through what I am going through. #current #tweetdebate
4,+3 pts for Obama's soundbite about honoring the troops. #tweetdebate
4,"Obama +1 nice come back with bracelet story bk ""honor all the service prov"" & ret with better question +2 #tweetdebate"
4,"Obama +2 for the counter story, don't let another mother go through this #tweetdebate"
4,Obama can actually respond intelligently to these questions. #current #debate08 #tweetdebate
4,love the #tweetdebate function off twitter.  Hilarious commentary going on.
4,"Obama +3 ""You don't muddle through the central front of terror."" #tweetdebate"
4,"loving everyone's debate observations at #current, #debate08 #tweetdebate this is amazing, the variety of opinions"
4,Obama +1 for the interesting pronunciation of Pakistan. #tweetdebate #debate08
4,Obama +3 dor bringing up Iraq vs. Iran fact! #tweetdebate
4,#tweetdebate +2 Obama for actually looking at McCain when he makes a point
4,#tweetdebate +3 Purple Tie!!
4,+2 Obama for showing an understanding of Middle East politics as a whole #tweetdebate
4,@seasonothebitch Yup. We have always been down with Eastasia...
4,+1 pts for Obama's need for talking to allies & trade partners of Iran to help change Iran's nuclear ambitions. #tweetdebate
4,"Obama +2 for a clear, firm answer to the question #tweetdebate"
4,"oddly enough, i think obama's ""uh's"" actually help rather than hurt him #current, #tweetdebate"
4,Mccain +1 ok.. for your efforts in pron. names #tweetdebate
4,+2 Mccain for understanding that history applies to the present #tweetdebate
4,+2 Obama for clear  understanding of Iran/middle east issues #tweetdebate
4,"+1pt for Obama saying ""I reserve the right to meet w/whoever at the time of my choosing as president of US"". #tweetdebate"
4,"+1 Obama - acknowleding that he was called ""naive"" #tweetdebate"
4,+3 Obama There is a difference between pre-conditions and preparation #tweetdebate # current
4,Obama +2 on international policy. he's rocking this one! #tweetdebate
4,#tweetdebate I'm glad Obama's getting a chance to address this precondition thing.
4,"+1 obama on preconditions and tea, that was awesome #tweetdebate"
4,Obama +2 for bringing up Spain fiasco #tweetdebate
4,"""Sen. Obama, can you see Russia from your house???"" #current #debate #tweetdebate"
4,+5 Obama for understanding that  conversation is key. #tweetdebate
4,Obama +2 for loose nukes in Russia #tweetdebate
4,obama +3 he seems to have done his homework on Russia good job #tweetdebate
4,#tweetdebate obama
4,"+3 pts for McCain saying ""I see three initials in front of Putin's name...a K, G, and B"" #tweetdebate"
4,Mccain +2 for clearly understanding the situation in Russia #tweetdebate
4,McCain +2 for KGB soundbite and for access to facts (accurate or not) #tweetdebate
4,+1 Obama for being clear about dealing with Russia #tweetdebate
4,mccain +1 for pronouncing the President of Georgia's name - although I have no idea if he said it correctly #tweetdebate
4,+3 McCain for knowing obscure Ukrainian places and people #tweetdebate
4,love the Tom Clancy suggestion!!  :-P  #tweetdebate
4,using the rating say (1-5) is interesting too  TheDailyDG: Obama +2 for bringing up Spain fiasco #tweetdebate
4,Obama +1 for alternative energy! #tweetdebate
4,"+2 good comeback Obama, foresight and plan could have prevented Georgian invasion #tweetdebate #debate08"
4,#tweetdebate McCain's doing quite well on the Georgia issue. Obama's response is decisive & knowledgeable. They both sound presidential.
4,@dalbee agreed. +1 for obama. #tweetdebate
4,@current #current My inner hippie is coming out. I'm glad we're getting to alternative energy now.
4,Obama +1 ok again with energy indep. #tweetdebate
4,I'll give +2 to McCain for bringing up TORTURE and not calling it harsh interrogation tactics #tweetdebate #cu09
4,Obama +2 For port security #tweetdebate
4,"Obama is a great face for our country, and that is exactly what we need right now in a globalized world. #current"
4,#current Nice block and bridge Sen. Obama
4,Obama won this from the handshake #current
4,Obamba kicked ass-especially with Afghanistan #current
4,+1pt for Obama wanting to restore our image to the world. #tweetdebate
4,McCain has the smile of success on his face. #current #debate08
4,RTbmaleszyk   Obama +2 for understanding how energy independence relates to our foreign policy in Russia #tweetdebate #current
4,"#current ""Restore America's Standing in the World"" now I buy that! Go Obama."
4,yes. thank you obama. we need to restore our standing in the world. #current #mccainshot #obamashot
4,#debate08 #current The world likes Obama therefore we should vote for him.
4,"Good point, we really need to fix our perception in the word. #current"
4,#current Obama's job was to appear Presidential and measured. Anyone want to challenge that he succeeded?
4,+5 obama restoring view of US around the world  #tweetdebate
4,+3 Obama for bringing up the need to restore our image in the world #tweetdebate
4,#current Obama demanded the debate (good decision) but seems to have been more prepped for economy than foreign affairs
4,"""shining beacon"" , nice quote! #current"
4,#tweetdebate McCain showing his experience quoting Ronald Regan
4,I would even agree that mccain was a better debater than I thought he would be.  McCain held his own #current
4,Hack the debate rocks!  Thanks for giving us a fun way to participate. #current
4,Obama has this in the bag #current
4,#current Get 'em Obama! =]
4,"Obama has won this, absolutely #current"
4,Obama is teh WINNER #current
4,#current Obama's right. China is involved in Asia.
4,"Interesting debate, but I'm really looking forward to the VP debate more. #current"
4,#current I think McCain's going to see a bit of a bump from his performance.
4,INDEPENDENTS FOR OBAMA! #current
4,"@BarackObama, good job bringing this back to domestic economy issues, it's your strong point. #current"
4,obama +3 the conspicuousness of their presence is only matched by our absence #tweetdebate
4,Obama won. Gentlemen it's time to put your old pens down. #current
